ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,None,Independent,Competitive,Suburban,Intermediate,Neutral,High,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Female,African American,Entry-level,Late career,starter,Physical,Bachelor's degree,Fluent,Advanced,Kinesthetic,Basic,Supportive,Both,Rural,Basic,Positive,Low,Resources,Introverted,Requirement
learner,Baby Boomers (55-75),Female,Caucasian,Senior-level,Early career,Accelerator,None,Master's degree,Fluent,Intermediate,Visual,Advanced,Competitive,Competitive,Suburban,Advanced,Neutral,Medium,Time,Ambivert,Career advancement
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Builder,None,Bachelor's degree,Basic,Basic,Reading/Writing,Advanced,Collaborative,Cooperative,Urban,Advanced,Neutral,High,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Female,African American,Executive,Mid-career,Accelerator,None,Bachelor's degree,Fluent,Advanced,Auditory,Intermediate,Competitive,Neither,Suburban,Basic,Positive,High,Interest,Introverted,Personal interest
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Intermediate,Visual,Basic,Supportive,Competitive,Urban,Intermediate,Neutral,High,Accessibility,Introverted,Requirement
learner,Millennials (25-40),Female,African American,Mid-level,Early career,Accelerator,None,Bachelor's degree,Basic,Intermediate,Reading/Writing,None,Collaborative,Both,Suburban,Advanced,Positive,Medium,Resources,Introverted,Personal interest
learner,Generation X (40-55),Female,Caucasian,Senior-level,Late career,Builder,None,Master's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,Basic,Neutral,High,Resources,Introverted,Skill development
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,starter,Other,Some college,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Both,Urban,Basic,Positive,Low,Resources,Extroverted,Career advancement
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Mid-career,Builder,Other,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Cooperative,Rural,Advanced,Positive,Low,Interest,Extroverted,Skill development
learner,Baby Boomers (55-75),Male,Other,Mid-level,Mid-career,Expert,Other,Some college,Fluent,Intermediate,Reading/Writing,None,Supportive,Cooperative,Urban,Advanced,Negative,High,Resources,Extroverted,Personal interest
learner,Generation X (40-55),Male,Caucasian,Senior-level,Mid-career,Accelerator,None,Some college,Proficient,Intermediate,Reading/Writing,Intermediate,Competitive,Both,Suburban,Advanced,Neutral,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Female,Asian,Entry-level,Late career,starter,None,Some college,Basic,Basic,Kinesthetic,Advanced,Supportive,Cooperative,Urban,Intermediate,Positive,High,Resources,Extroverted,Career advancement
learner,Generation Z (18-24),Female,Caucasian,Mid-level,Mid-career,Builder,None,Master's degree,Proficient,Basic,Reading/Writing,Intermediate,Collaborative,Both,Suburban,Advanced,Positive,High,Resources,Extroverted,Career advancement
admin,Millennials (25-40),Female,Caucasian,Mid-level,Mid-career,starter,Mental,Some college,Fluent,Basic,Kinesthetic,Basic,Competitive,Competitive,Suburban,Advanced,Neutral,Medium,Time,Ambivert,Skill development
admin,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Mid-career,starter,Other,Some college,Fluent,Intermediate,Kinesthetic,None,Supportive,Both,Rural,Basic,Positive,High,Interest,Extroverted,Personal interest
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,Builder,Mental,Bachelor's degree,None,Advanced,Auditory,Intermediate,Independent,Neither,Urban,Intermediate,Positive,High,Accessibility,Introverted,Personal interest
learner,Millennials (25-40),Male,Caucasian,Senior-level,Mid-career,Builder,Physical,Some college,Fluent,Advanced,Auditory,Advanced,Collaborative,Competitive,Urban,None,Positive,Medium,Resources,Extroverted,Career advancement
learner,Millennials (25-40),Female,African American,Executive,Mid-career,starter,Mental,Bachelor's degree,Proficient,Basic,Kinesthetic,Basic,Independent,Competitive,Rural,Intermediate,Positive,Low,Interest,Extroverted,Career advancement
learner,Baby Boomers (55-75),Female,African American,Entry-level,Early career,Builder,Physical,Bachelor's degree,Fluent,Intermediate,Auditory,Basic,Independent,Neither,Suburban,Basic,Positive,High,Interest,Ambivert,Career advancement
learner,Millennials (25-40),Male,Caucasian,Senior-level,Mid-career,starter,Physical,Bachelor's degree,Basic,Intermediate,Visual,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Negative,High,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,Builder,Other,Master's degree,Fluent,Advanced,Auditory,Intermediate,Supportive,Both,Urban,Intermediate,Positive,Medium,Resources,Extroverted,Personal interest
learner,Generation X (40-55),Male,African American,Entry-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Independent,Neither,Suburban,Advanced,Negative,Medium,Resources,Introverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,starter,Physical,Some college,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,Intermediate,Negative,High,Accessibility,Introverted,Skill development
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,Builder,None,Master's degree,Basic,Advanced,Auditory,Intermediate,Collaborative,Both,Suburban,None,Positive,Medium,Interest,Extroverted,Skill development
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Early career,starter,None,Doctoral degree,Proficient,Advanced,Kinesthetic,Basic,Collaborative,Cooperative,Urban,Advanced,Positive,Medium,Interest,Introverted,Requirement
learner,Generation Z (18-24),Male,Caucasian,Executive,Early career,Accelerator,None,Bachelor's degree,Basic,Basic,Auditory,None,Collaborative,Both,Suburban,Advanced,Positive,Low,Resources,Ambivert,Skill development
learner,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Late career,Builder,Other,Doctoral degree,Fluent,Intermediate,Reading/Writing,Intermediate,Supportive,Competitive,Suburban,Advanced,Neutral,High,Interest,Introverted,Personal interest
learner,Millennials (25-40),Male,African American,Entry-level,Late career,Accelerator,None,Bachelor's degree,Basic,None,Reading/Writing,Intermediate,Collaborative,Both,Urban,None,Neutral,Medium,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Cooperative,Suburban,Intermediate,Positive,Medium,Resources,Extroverted,Career advancement
admin,Generation X (40-55),Male,Caucasian,Mid-level,Early career,starter,None,Bachelor's degree,Proficient,Basic,Visual,Intermediate,Collaborative,Both,Urban,Advanced,Positive,High,Time,Introverted,Career advancement
admin,Generation Z (18-24),Male,African American,Mid-level,Mid-career,starter,None,Master's degree,Proficient,Basic,Auditory,Basic,Supportive,Both,Suburban,Intermediate,Neutral,Low,Resources,Introverted,Career advancement
learner,Generation Z (18-24),Female,Asian,Senior-level,Mid-career,starter,None,Master's degree,Fluent,Basic,Reading/Writing,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Positive,High,Resources,Introverted,Skill development
learner,Baby Boomers (55-75),Female,African American,Senior-level,Early career,Accelerator,Physical,Master's degree,Fluent,Basic,Visual,Advanced,Supportive,Both,Suburban,Advanced,Positive,High,Interest,Extroverted,Career advancement
learner,Generation X (40-55),Female,Caucasian,Mid-level,Retirement,Expert,Mental,High school or below,Proficient,Advanced,Kinesthetic,Intermediate,Competitive,Cooperative,Urban,Advanced,Negative,High,Interest,Extroverted,Career advancement
learner,Millennials (25-40),Other,African American,Mid-level,Early career,Accelerator,None,Master's degree,Fluent,Intermediate,Reading/Writing,Basic,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Ambivert,Skill development
learner,Generation X (40-55),Female,Other,Entry-level,Mid-career,starter,Other,Some college,Basic,Advanced,Visual,Intermediate,Collaborative,Both,Urban,Basic,Positive,High,Interest,Introverted,Career advancement
learner,Millennials (25-40),Female,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Intermediate,Auditory,Basic,Collaborative,Both,Urban,Basic,Positive,Low,Interest,Extroverted,Career advancement
learner,Baby Boomers (55-75),Female,Caucasian,Mid-level,Mid-career,Builder,Physical,High school or below,Fluent,Intermediate,Visual,Intermediate,Competitive,Cooperative,Suburban,Intermediate,Positive,Medium,Interest,Ambivert,Career advancement
learner,Baby Boomers (55-75),Male,Asian,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Supportive,Both,Rural,Advanced,Positive,Medium,Accessibility,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Entry-level,Mid-career,Accelerator,None,Some college,Fluent,Advanced,Auditory,Basic,Competitive,Cooperative,Urban,Intermediate,Neutral,Medium,Accessibility,Ambivert,Career advancement
admin,Generation X (40-55),Other,African American,Entry-level,Early career,Expert,None,Bachelor's degree,Proficient,Intermediate,Visual,Intermediate,Supportive,Neither,Suburban,Advanced,Negative,Medium,Resources,Introverted,Career advancement
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,Accelerator,None,Master's degree,Proficient,Advanced,Kinesthetic,Intermediate,Independent,Both,Rural,Intermediate,Positive,Medium,Resources,Introverted,Skill development
learner,Millennials (25-40),Other,Caucasian,Executive,Retirement,starter,Physical,Bachelor's degree,Basic,Advanced,Kinesthetic,Intermediate,Independent,Both,Rural,Intermediate,Positive,Medium,Time,Extroverted,Personal interest
learner,Generation X (40-55),Male,Hispanic/Latino,Mid-level,Early career,Accelerator,None,Some college,Proficient,Advanced,Kinesthetic,Advanced,Independent,Cooperative,Rural,Intermediate,Neutral,High,Interest,Introverted,Career advancement
learner,Millennials (25-40),Other,Caucasian,Entry-level,Early career,starter,Mental,Some college,Proficient,Intermediate,Auditory,Advanced,Supportive,Competitive,Urban,Advanced,Positive,Medium,Time,Introverted,Career advancement
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Builder,Mental,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Advanced,Supportive,Cooperative,Urban,Intermediate,Positive,Medium,Resources,Extroverted,Requirement
admin,Millennials (25-40),Male,Caucasian,Entry-level,Retirement,starter,None,Master's degree,Proficient,Advanced,Kinesthetic,Advanced,Collaborative,Competitive,Rural,Intermediate,Neutral,High,Interest,Introverted,Career advancement
admin,Millennials (25-40),Female,Caucasian,Senior-level,Early career,starter,Physical,Master's degree,Fluent,Intermediate,Visual,Intermediate,Supportive,Both,Urban,Advanced,Positive,High,Interest,Introverted,Personal interest
learner,Generation X (40-55),Male,Caucasian,Entry-level,Late career,starter,Other,Some college,Fluent,Intermediate,Auditory,None,Supportive,Cooperative,Rural,Advanced,Neutral,Low,Accessibility,Extroverted,Career advancement
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Early career,Builder,Physical,High school or below,Fluent,None,Auditory,Advanced,Collaborative,Cooperative,Urban,Basic,Neutral,Medium,Resources,Introverted,Personal interest
learner,Generation X (40-55),Female,Asian,Entry-level,Early career,Accelerator,None,Some college,Proficient,Basic,Visual,Intermediate,Supportive,Competitive,Suburban,Basic,Negative,High,Time,Extroverted,Personal interest
learner,Millennials (25-40),Female,Caucasian,Senior-level,Mid-career,Builder,None,Master's degree,Proficient,Intermediate,Reading/Writing,Intermediate,Competitive,Both,Urban,Intermediate,Negative,Medium,Interest,Introverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,Accelerator,None,Bachelor's degree,Basic,Intermediate,Auditory,Intermediate,Supportive,Cooperative,Suburban,Advanced,Positive,Medium,Accessibility,Introverted,Skill development
admin,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,starter,Other,Some college,Proficient,Advanced,Visual,None,Supportive,Both,Urban,Intermediate,Positive,Medium,Time,Extroverted,Skill development
learner,Generation X (40-55),Male,Caucasian,Mid-level,Mid-career,starter,None,Master's degree,Proficient,Intermediate,Visual,Advanced,Collaborative,Both,Rural,Intermediate,Positive,High,Time,Extroverted,Skill development
learner,Baby Boomers (55-75),Male,Caucasian,Mid-level,Early career,starter,None,Some college,Proficient,Intermediate,Auditory,None,Collaborative,Both,Urban,Advanced,Negative,High,Time,Extroverted,Skill development
learner,Millennials (25-40),Female,African American,Entry-level,Mid-career,starter,Other,Some college,Fluent,Intermediate,Auditory,None,Independent,Competitive,Suburban,Intermediate,Negative,High,Accessibility,Ambivert,Career advancement
learner,Generation X (40-55),Male,Asian,Entry-level,Early career,Builder,None,Some college,Proficient,Intermediate,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Intermediate,Positive,High,Resources,Extroverted,Personal interest
learner,Generation Z (18-24),Female,Asian,Entry-level,Mid-career,starter,None,Some college,Fluent,Advanced,Kinesthetic,None,Independent,Cooperative,Suburban,Advanced,Neutral,High,Time,Ambivert,Skill development
learner,Generation X (40-55),Male,Caucasian,Entry-level,Late career,starter,Other,Some college,Proficient,Intermediate,Reading/Writing,Intermediate,Supportive,Neither,Urban,Basic,Neutral,Medium,Time,Ambivert,Skill development
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,Builder,None,Bachelor's degree,Basic,None,Visual,Intermediate,Supportive,Both,Suburban,Intermediate,Positive,High,Resources,Ambivert,Skill development
learner,Millennials (25-40),Female,Other,Mid-level,Mid-career,Accelerator,Physical,Master's degree,Fluent,Intermediate,Visual,Advanced,Independent,Cooperative,Urban,Advanced,Positive,Medium,Interest,Introverted,Personal interest
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Builder,None,Bachelor's degree,Basic,Basic,Visual,Intermediate,Supportive,Cooperative,Urban,Advanced,Positive,Medium,Interest,Extroverted,Skill development
learner,Millennials (25-40),Male,Caucasian,Executive,Mid-career,starter,None,Some college,Proficient,Advanced,Kinesthetic,Intermediate,Independent,Cooperative,Urban,Advanced,Neutral,Medium,Interest,Extroverted,Requirement
learner,Generation Z (18-24),Male,Hispanic/Latino,Entry-level,Late career,Accelerator,Mental,Some college,Fluent,Advanced,Auditory,None,Independent,Competitive,Urban,Advanced,Positive,High,Accessibility,Extroverted,Personal interest
learner,Generation X (40-55),Other,Hispanic/Latino,Entry-level,Early career,Accelerator,Mental,Master's degree,Fluent,Intermediate,Auditory,Basic,Competitive,Both,Suburban,Basic,Positive,High,Accessibility,Introverted,Career advancement
learner,Millennials (25-40),Female,African American,Entry-level,Mid-career,Builder,Mental,Some college,Fluent,Intermediate,Visual,Intermediate,Independent,Competitive,Suburban,Intermediate,Positive,High,Resources,Introverted,Requirement
learner,Generation X (40-55),Female,Asian,Entry-level,Mid-career,Builder,Physical,Bachelor's degree,Basic,Basic,Auditory,Intermediate,Competitive,Competitive,Urban,Basic,Positive,Medium,Time,Ambivert,Personal interest
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Expert,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Positive,Medium,Resources,Ambivert,Skill development
